Product Name,Review,Review_without_emoji,preprocess_text,preprocess_text1,aspects,price,quality,delivery cost,packaging,usability,design,customer service
"Dettol Disinfectant Spray Original Pine Fragrance, Sanitizer for Hard & Soft Surfaces, 225ml","Good item, was looking for something like this. Thanks. Contents seem satisfying.","Good item, was looking for something like this. Thanks. Contents seem satisfying.",good item was looking for something like this thanks contents seem satisfying,"['good', 'item', 'looking', 'something', 'like', 'thanks', 'contents', 'seem', 'satisfying']","['quality', 'packaging']",0,1,0,1,0,0,0
"Dettol Disinfectant Spray Original Pine Fragrance, Sanitizer for Hard & Soft Surfaces, 225ml",I received my order within 24 hours. best products and best price .really appreciate the discount.,I received my order within 24 hours. best products and best price .really appreciate the discount.,i received my order within 24 hours best products and best price really appreciate the discount,"['received', 'order', 'within', '24', 'hours', 'best', 'products', 'best', 'price', 'really', 'appreciate', 'discount']","['price', 'packaging']",1,0,0,1,0,0,0
"Dettol Disinfectant Spray Original Pine Fragrance, Sanitizer for Hard & Soft Surfaces, 225ml",Speed Delivery. Safe Packing Product is really good. I bought this spray for my car seats. It works well. Its sprays just like Mortin. It has a fragrance too. Definitely buy it again. Very useful in these days.,Speed Delivery. Safe Packing Product is really good. I bought this spray for my car seats. It works well. Its sprays just like Mortin. It has a fragrance too. Definitely buy it again. Very useful in these days.,speed delivery safe packing product is really good i bought this spray for my car seats it works well its sprays just like mortin it has a fragrance too definitely buy it again very useful in these days,"['speed', 'delivery', 'safe', 'packing', 'product', 'really', 'good', 'bought', 'spray', 'car', 'seats', 'works', 'well', 'sprays', 'like', 'mortin', 'fragrance', 'definitely', 'buy', 'useful', 'days']","['quality', 'delivery cost', 'packaging']",0,1,1,1,0,0,0
"Dettol Disinfectant Spray Original Pine Fragrance, Sanitizer for Hard & Soft Surfaces, 225ml",Speed Delivery. Safe Packing Product is really good. best products and best price .really appreciate the discount.,Speed Delivery. Safe Packing Product is really good. best products and best price .really appreciate the discount.,speed delivery safe packing product is really good best products and best price really appreciate the discount,"['speed', 'delivery', 'safe', 'packing', 'product', 'really', 'good', 'best', 'products', 'best', 'price', 'really', 'appreciate', 'discount']","['price', 'quality', 'delivery cost', 'packaging']",1,1,1,1,0,0,0
"Dettol Disinfectant Spray Original Pine Fragrance, Sanitizer for Hard & Soft Surfaces, 225ml",Awesome product. Very well packaged. I’m so glad brought this to the market. ,Awesome product. Very well packaged. I’m so glad brought this to the market. ,awesome product very well packaged im so glad brought this to the market ,"['awesome', 'product', 'well', 'packaged', 'im', 'glad', 'brought', 'market']",['packaging'],0,0,0,1,0,0,0
"Dettol Disinfectant Spray Original Pine Fragrance, Sanitizer for Hard & Soft Surfaces, 225ml",Speed Delivery. Safe Packing Product is really good👍🏼 ,Speed Delivery. Safe Packing Product is really goodthumbs up ,speed delivery safe packing product is really goodthumbs up ,"['speed', 'delivery', 'safe', 'packing', 'product', 'really', 'goodthumbs']","['quality', 'delivery cost', 'packaging']",0,1,1,1,0,0,0
"Dettol Disinfectant Spray Original Pine Fragrance, Sanitizer for Hard & Soft Surfaces, 225ml",Received in couple of days and works as expected.. A product one needs to have these days !,Received in couple of days and works as expected.. A product one needs to have these days !,received in couple of days and works as expected a product one needs to have these days ,"['received', 'couple', 'days', 'works', 'expected', 'product', 'one', 'needs', 'days']","['quality', 'packaging']",0,1,0,1,0,0,0
"Dettol Disinfectant Spray Original Pine Fragrance, Sanitizer for Hard & Soft Surfaces, 225ml",Actual product does not say that it disinfect COVID-19 virus,Actual product does not say that it disinfect COVID-19 virus,actual product does not say that it disinfect covid19 virus,"['actual', 'product', 'say', 'disinfect', 'covid19', 'virus']",['packaging'],0,0,0,1,0,0,0
"Dettol Disinfectant Spray Original Pine Fragrance, Sanitizer for Hard & Soft Surfaces, 225ml","The product is good. But, not worth for the money","The product is good. But, not worth for the money",the product is good but not worth for the money,"['product', 'good', 'worth', 'money']","['price', 'quality', 'packaging']",1,1,0,1,0,0,0
"Dettol Disinfectant Spray Original Pine Fragrance, Sanitizer for Hard & Soft Surfaces, 225ml",Love it but I don’t like the smell of it.,Love it but I don’t like the smell of it.,love it but i dont like the smell of it,"['love', 'dont', 'like', 'smell']","['quality', 'packaging']",0,1,0,1,0,0,0
"Dettol Disinfectant Spray Original Pine Fragrance, Sanitizer for Hard & Soft Surfaces, 225ml","It says H1N1 on label but on description says covid19, it smells natural, ok for the price but cannot give 5 star","It says H1N1 on label but on description says covid19, it smells natural, ok for the price but cannot give 5 star",it says h1n1 on label but on description says covid19 it smells natural ok for the price but cannot give 5 star,"['says', 'h1n1', 'label', 'description', 'says', 'covid19', 'smells', 'natural', 'ok', 'price', 'give', '5', 'star']","['price', 'packaging']",1,0,0,1,0,0,0
"Dettol Disinfectant Spray Original Pine Fragrance, Sanitizer for Hard & Soft Surfaces, 225ml",Completely ridiculous smell! I got complains from family members because the smell is unbearable headache enducing. I request the Daraz marketing team to get the flower fragrance version of this Detol Disinfectant spray or simply with no fragrance because it's needed product for this pandemic but this pine cone fragrance is unbearable headaches enducing!,Completely ridiculous smell! I got complains from family members because the smell is unbearable headache enducing. I request the Daraz marketing team to get the flower fragrance version of this Detol Disinfectant spray or simply with no fragrance because it's needed product for this pandemic but this pine cone fragrance is unbearable headaches enducing!,completely ridiculous smell i got complains from family members because the smell is unbearable headache enducing i request the daraz marketing team to get the flower fragrance version of this detol disinfectant spray or simply with no fragrance because its needed product for this pandemic but this pine cone fragrance is unbearable headaches enducing,"['completely', 'ridiculous', 'smell', 'got', 'complains', 'family', 'members', 'smell', 'unbearable', 'headache', 'enducing', 'request', 'daraz', 'marketing', 'team', 'get', 'flower', 'fragrance', 'version', 'detol', 'disinfectant', 'spray', 'simply', 'fragrance', 'needed', 'product', 'pandemic', 'pine', 'cone', 'fragrance', 'unbearable', 'headaches', 'enducing']","['quality', 'packaging']",0,1,0,1,0,0,0
"Dettol Disinfectant Spray Original Pine Fragrance, Sanitizer for Hard & Soft Surfaces, 225ml",Doesn't evaporate even after 2 minutes. Leaves an glueish texture when wiped from cloth.,Doesn't evaporate even after 2 minutes. Leaves an glueish texture when wiped from cloth.,doesnt evaporate even after 2 minutes leaves an glueish texture when wiped from cloth,"['doesnt', 'evaporate', 'even', '2', 'minutes', 'leaves', 'glueish', 'texture', 'wiped', 'cloth']",['packaging'],0,0,0,1,0,0,0
"Dettol Disinfectant Spray Original Pine Fragrance, Sanitizer for Hard & Soft Surfaces, 225ml","Terrible smell, it gives a headache. ","Terrible smell, it gives a headache. ",terrible smell it gives a headache ,"['terrible', 'smell', 'gives', 'headache']",['packaging'],0,0,0,1,0,0,0
"Dettol Disinfectant Spray Original Pine Fragrance, Sanitizer for Hard & Soft Surfaces, 225ml",Damaged!!!,Damaged!!!,damaged,['damaged'],['packaging'],0,0,0,1,0,0,0
"Dettol Disinfectant Spray Original Pine Fragrance, Sanitizer for Hard & Soft Surfaces, 225ml",Well packed and arrived pretty quickly.Thanks ,Well packed and arrived pretty quickly.Thanks ,well packed and arrived pretty quicklythanks ,"['well', 'packed', 'arrived', 'pretty', 'quicklythanks']",['packaging'],0,0,0,1,0,0,0
"Dettol Disinfectant Spray Original Pine Fragrance, Sanitizer for Hard & Soft Surfaces, 225ml",I use it on almost everything. I also clean my top up net with it ,I use it on almost everything. I also clean my top up net with it ,i use it on almost everything i also clean my top up net with it ,"['use', 'almost', 'everything', 'also', 'clean', 'top', 'net']","['quality', 'packaging']",0,1,0,1,0,0,0
Harpic Toilet Cleaner Liquid with Power Plus 10/10 Stain Removal 750ml Original,Good quality product. Good packing. Fast delivery. Highly recommended. Thank you daraz.,Good quality product. Good packing. Fast delivery. Highly recommended. Thank you daraz.,good quality product good packing fast delivery highly recommended thank you daraz,"['good', 'quality', 'product', 'good', 'packing', 'fast', 'delivery', 'highly', 'recommended', 'thank', 'daraz']","['quality', 'delivery cost', 'packaging']",0,1,1,1,0,0,0
Harpic Toilet Cleaner Liquid with Power Plus 10/10 Stain Removal 750ml Original,Pack was leaked. They have used only bubble wrap. Better if they sealed the lid. I hope it is because of delivery. Delivery is worst as daraz got support from Certis. Took a week to deliver. ,Pack was leaked. They have used only bubble wrap. Better if they sealed the lid. I hope it is because of delivery. Delivery is worst as daraz got support from Certis. Took a week to deliver. ,pack was leaked they have used only bubble wrap better if they sealed the lid i hope it is because of delivery delivery is worst as daraz got support from certis took a week to deliver ,"['pack', 'leaked', 'used', 'bubble', 'wrap', 'better', 'sealed', 'lid', 'hope', 'delivery', 'delivery', 'worst', 'daraz', 'got', 'support', 'certis', 'took', 'week', 'deliver']","['quality', 'delivery cost', 'packaging', 'customer service']",0,1,1,1,0,0,1
Harpic Toilet Cleaner Liquid with Power Plus 10/10 Stain Removal 750ml Original,Fast delivery during this pandemic. Got the product very next day after ordering. Safely packed and no leakage. Great service!,Fast delivery during this pandemic. Got the product very next day after ordering. Safely packed and no leakage. Great service!,fast delivery during this pandemic got the product very next day after ordering safely packed and no leakage great service,"['fast', 'delivery', 'pandemic', 'got', 'product', 'next', 'day', 'ordering', 'safely', 'packed', 'leakage', 'great', 'service']","['delivery cost', 'packaging']",0,0,1,1,0,0,0
Harpic Toilet Cleaner Liquid with Power Plus 10/10 Stain Removal 750ml Original,"Received very fast , good packing , affordable price lower than the market , Highly recommend to buy","Received very fast , good packing , affordable price lower than the market , Highly recommend to buy",received very fast  good packing  affordable price lower than the market  highly recommend to buy,"['received', 'fast', 'good', 'packing', 'affordable', 'price', 'lower', 'market', 'highly', 'recommend', 'buy']","['price', 'quality', 'packaging']",1,1,0,1,0,0,0
Harpic Toilet Cleaner Liquid with Power Plus 10/10 Stain Removal 750ml Original,yesterday evening ordered. today received. what a speed delivery in this pandamic period. quality product also. more power.,yesterday evening ordered. today received. what a speed delivery in this pandamic period. quality product also. more power.,yesterday evening ordered today received what a speed delivery in this pandamic period quality product also more power,"['yesterday', 'evening', 'ordered', 'today', 'received', 'speed', 'delivery', 'pandamic', 'period', 'quality', 'product', 'also', 'power']","['quality', 'delivery cost', 'packaging']",0,1,1,1,0,0,0
Harpic Toilet Cleaner Liquid with Power Plus 10/10 Stain Removal 750ml Original,Very bad all are leaking,Very bad all are leaking,very bad all are leaking,"['bad', 'leaking']",['packaging'],0,0,0,1,0,0,0
Harpic Toilet Cleaner Liquid with Power Plus 10/10 Stain Removal 750ml Original,"Don't take the stuff from them. I got harpic 5. All the five bottles from them are not half of the five bottles. I've got all the other stuff I've taken, and all the stuff I've taken is left in the same box. All the harpics are washed with harpic.","Don't take the stuff from them. I got harpic 5. All the five bottles from them are not half of the five bottles. I've got all the other stuff I've taken, and all the stuff I've taken is left in the same box. All the harpics are washed with harpic.",dont take the stuff from them i got harpic 5 all the five bottles from them are not half of the five bottles ive got all the other stuff ive taken and all the stuff ive taken is left in the same box all the harpics are washed with harpic,"['dont', 'take', 'stuff', 'got', 'harpic', '5', 'five', 'bottles', 'half', 'five', 'bottles', 'ive', 'got', 'stuff', 'ive', 'taken', 'stuff', 'ive', 'taken', 'left', 'box', 'harpics', 'washed', 'harpic']",['packaging'],0,0,0,1,0,0,0
Harpic Toilet Cleaner Liquid with Power Plus 10/10 Stain Removal 750ml Original,when I opened the itam it was leaking ,when I opened the itam it was leaking ,when i opened the itam it was leaking ,"['opened', 'itam', 'leaking']",['packaging'],0,0,0,1,0,0,0
Harpic Toilet Cleaner Liquid with Power Plus 10/10 Stain Removal 750ml Original,The seal was broken and leaked everywhere inside the package. Waste of money.,The seal was broken and leaked everywhere inside the package. Waste of money.,the seal was broken and leaked everywhere inside the package waste of money,"['seal', 'broken', 'leaked', 'everywhere', 'inside', 'package', 'waste', 'money']","['price', 'packaging']",1,0,0,1,0,0,0
Harpic Toilet Cleaner Liquid with Power Plus 10/10 Stain Removal 750ml Original,Leaked from the packing. Fast delivery. Thanks,Leaked from the packing. Fast delivery. Thanks,leaked from the packing fast delivery thanks,"['leaked', 'packing', 'fast', 'delivery', 'thanks']","['delivery cost', 'packaging']",0,0,1,1,0,0,0
Harpic Toilet Cleaner Liquid with Power Plus 10/10 Stain Removal 750ml Original,I ordered with some other goods. but this one is leak and absorb to some other. otherwise satisfied packing and prices.,I ordered with some other goods. but this one is leak and absorb to some other. otherwise satisfied packing and prices.,i ordered with some other goods but this one is leak and absorb to some other otherwise satisfied packing and prices,"['ordered', 'goods', 'one', 'leak', 'absorb', 'otherwise', 'satisfied', 'packing', 'prices']","['price', 'quality', 'packaging']",1,1,0,1,0,0,0
Harpic Toilet Cleaner Liquid with Power Plus 10/10 Stain Removal 750ml Original,i ordered 1 but received 2 ,i ordered 1 but received 2 ,i ordered 1 but received 2 ,"['ordered', '1', 'received', '2']",['packaging'],0,0,0,1,0,0,0
Harpic Toilet Cleaner Liquid with Power Plus 10/10 Stain Removal 750ml Original,Good product. Slight leakage when receiving. ,Good product. Slight leakage when receiving. ,good product slight leakage when receiving ,"['good', 'product', 'slight', 'leakage', 'receiving']","['quality', 'packaging']",0,1,0,1,0,0,0
Harpic Toilet Cleaner Liquid with Power Plus 10/10 Stain Removal 750ml Original,Well packed.. No leaks.. Expiray date 2023.. Delivered within 24 hrs from order..,Well packed.. No leaks.. Expiray date 2023.. Delivered within 24 hrs from order..,well packed no leaks expiray date 2023 delivered within 24 hrs from order,"['well', 'packed', 'leaks', 'expiray', 'date', '2023', 'delivered', 'within', '24', 'hrs', 'order']",['packaging'],0,0,0,1,0,0,0
Harpic Toilet Cleaner Liquid with Power Plus 10/10 Stain Removal 750ml Original,Discounted price + fast delivery . Thank you daraz.,Discounted price + fast delivery . Thank you daraz.,discounted price  fast delivery  thank you daraz,"['discounted', 'price', 'fast', 'delivery', 'thank', 'daraz']","['price', 'delivery cost', 'packaging']",1,0,1,1,0,0,0
Harpic Toilet Cleaner Liquid with Power Plus 10/10 Stain Removal 750ml Original,"Spilled a bit when delivered , still it was k","Spilled a bit when delivered , still it was k",spilled a bit when delivered  still it was k,"['spilled', 'bit', 'delivered', 'still', 'k']",['packaging'],0,0,0,1,0,0,0
"Vim Dishwash Liquid, 250ml",Thank You! Fast Shipping. Nicely packed.,Thank You! Fast Shipping. Nicely packed.,thank you fast shipping nicely packed,"['thank', 'fast', 'shipping', 'nicely', 'packed']","['delivery cost', 'packaging']",0,0,1,1,0,0,0
"Vim Dishwash Liquid, 250ml",Amazing was packed very well👌,Amazing was packed very wellOK hand,amazing was packed very wellok hand,"['amazing', 'packed', 'wellok', 'hand']",['packaging'],0,0,0,1,0,0,0
"Vim Dishwash Liquid, 250ml",good.. well packed,good.. well packed,good well packed,"['good', 'well', 'packed']","['quality', 'packaging']",0,1,0,1,0,0,0
"Vim Dishwash Liquid, 250ml",very fast delivery and good services . Thank you nice shopping experience .😊😊,very fast delivery and good services . Thank you nice shopping experience .smiling face with smiling eyessmiling face with smiling eyes,very fast delivery and good services  thank you nice shopping experience smiling face with smiling eyessmiling face with smiling eyes,"['fast', 'delivery', 'good', 'services', 'thank', 'nice', 'shopping', 'experience', 'smiling', 'face', 'smiling', 'eyessmiling', 'face', 'smiling', 'eyes']","['quality', 'delivery cost', 'packaging']",0,1,1,1,0,0,0
"Vim Dishwash Liquid, 250ml",Nothing much to say about this product as it is a regular product which is commonly available in the market .,Nothing much to say about this product as it is a regular product which is commonly available in the market .,nothing much to say about this product as it is a regular product which is commonly available in the market ,"['nothing', 'much', 'say', 'product', 'regular', 'product', 'commonly', 'available', 'market']",['packaging'],0,0,0,1,0,0,0
"Vim Dishwash Liquid, 250ml",Quick delivery with efficient service.Product as described. Well Packed.,Quick delivery with efficient service.Product as described. Well Packed.,quick delivery with efficient serviceproduct as described well packed,"['quick', 'delivery', 'efficient', 'serviceproduct', 'described', 'well', 'packed']","['delivery cost', 'packaging']",0,0,1,1,0,0,0
"Vim Dishwash Liquid, 250ml",Nicely packaged.Thank you.,Nicely packaged.Thank you.,nicely packagedthank you,"['nicely', 'packagedthank']",['packaging'],0,0,0,1,0,0,0
"Vim Dishwash Liquid, 250ml",130/= for 120/=.,130/= for 120/=.,130/ for 120/,"['130/', '120/']",['packaging'],0,0,0,1,0,0,0
"Vim Dishwash Liquid, 250ml","Good quality, also very well packed and delivered very fast by dMart and Unilever","Good quality, also very well packed and delivered very fast by dMart and Unilever",good quality also very well packed and delivered very fast by dmart and unilever,"['good', 'quality', 'also', 'well', 'packed', 'delivered', 'fast', 'dmart', 'unilever']","['quality', 'packaging']",0,1,0,1,0,0,0
"Vim Dishwash Liquid, 250ml",It's good quality. Come within 3 days,It's good quality. Come within 3 days,its good quality come within 3 days,"['good', 'quality', 'come', 'within', '3', 'days']","['quality', 'packaging']",0,1,0,1,0,0,0
"Vim Dishwash Liquid, 250ml",no damage.well packed..good delivery happy customer thank u,no damage.well packed..good delivery happy customer thank u,no damagewell packedgood delivery happy customer thank u,"['damagewell', 'packedgood', 'delivery', 'happy', 'customer', 'thank', 'u']","['quality', 'delivery cost', 'packaging']",0,1,1,1,0,0,0
"Vim Dishwash Liquid, 250ml",fast delivery ... thanks... well packing ....,fast delivery ... thanks... well packing ....,fast delivery  thanks well packing ,"['fast', 'delivery', 'thanks', 'well', 'packing']","['delivery cost', 'packaging']",0,0,1,1,0,0,0
"Vim Dishwash Liquid, 250ml","Good product, really excited 😆 ","Good product, really excited grinning squinting face ",good product really excited grinning squinting face ,"['good', 'product', 'really', 'excited', 'grinning', 'squinting', 'face']","['quality', 'packaging']",0,1,0,1,0,0,0
"Vim Dishwash Liquid, 250ml",Fast shipping and best price ,Fast shipping and best price ,fast shipping and best price ,"['fast', 'shipping', 'best', 'price']","['price', 'delivery cost', 'packaging']",1,0,1,1,0,0,0
"Vim Dishwash Liquid, 250ml",super but box is to larg,super but box is to larg,super but box is to larg,"['super', 'box', 'larg']","['quality', 'packaging']",0,1,0,1,0,0,0
"Vim Dishwash Liquid, 250ml",Good packing Good service,Good packing Good service,good packing good service,"['good', 'packing', 'good', 'service']","['quality', 'packaging']",0,1,0,1,0,0,0
Lysol Disinfectant Surface & Floor Cleaner Liquid Pine 200ml,Well packed and good service ,Well packed and good service ,well packed and good service ,"['well', 'packed', 'good', 'service']","['quality', 'packaging']",0,1,0,1,0,0,0
Lysol Disinfectant Surface & Floor Cleaner Liquid Pine 200ml,good quility.good price,good quility.good price,good quilitygood price,"['good', 'quilitygood', 'price']","['price', 'quality', 'packaging']",1,1,0,1,0,0,0
Lysol Disinfectant Surface & Floor Cleaner Liquid Pine 200ml,Quick Delivery Good service really Happy thank u so much daraz 😍❤️,Quick Delivery Good service really Happy thank u so much daraz smiling face with heart-eyesred heart,quick delivery good service really happy thank u so much daraz smiling face with hearteyesred heart,"['quick', 'delivery', 'good', 'service', 'really', 'happy', 'thank', 'u', 'much', 'daraz', 'smiling', 'face', 'hearteyesred', 'heart']","['quality', 'delivery cost', 'packaging']",0,1,1,1,0,0,0
Lysol Disinfectant Surface & Floor Cleaner Liquid Pine 200ml,good item promotional price good packing send without damages ,good item promotional price good packing send without damages ,good item promotional price good packing send without damages ,"['good', 'item', 'promotional', 'price', 'good', 'packing', 'send', 'without', 'damages']","['price', 'quality', 'packaging']",1,1,0,1,0,0,0
Lysol Disinfectant Surface & Floor Cleaner Liquid Pine 200ml,There was a leak from the lid of one bottle ,There was a leak from the lid of one bottle ,there was a leak from the lid of one bottle ,"['leak', 'lid', 'one', 'bottle']",['packaging'],0,0,0,1,0,0,0
Lysol Disinfectant Surface & Floor Cleaner Liquid Pine 200ml,fast delivery and well packed.thank you daraz,fast delivery and well packed.thank you daraz,fast delivery and well packedthank you daraz,"['fast', 'delivery', 'well', 'packedthank', 'daraz']","['delivery cost', 'packaging']",0,0,1,1,0,0,0
Lysol Disinfectant Surface & Floor Cleaner Liquid Pine 200ml,bottle was leaked. very disappointed ,bottle was leaked. very disappointed ,bottle was leaked very disappointed ,"['bottle', 'leaked', 'disappointed']",['packaging'],0,0,0,1,0,0,0
Lysol Disinfectant Surface & Floor Cleaner Liquid Pine 200ml,Good packing. shipping in time.,Good packing. shipping in time.,good packing shipping in time,"['good', 'packing', 'shipping', 'time']","['quality', 'delivery cost', 'packaging']",0,1,1,1,0,0,0
Lysol Disinfectant Surface & Floor Cleaner Liquid Pine 200ml,satisfied with the item,satisfied with the item,satisfied with the item,"['satisfied', 'item']",['packaging'],0,0,0,1,0,0,0
Lysol Disinfectant Surface & Floor Cleaner Liquid Pine 200ml,1/10 of Lysol was spilled Packing is very poor.,1/10 of Lysol was spilled Packing is very poor.,1/10 of lysol was spilled packing is very poor,"['1/10', 'lysol', 'spilled', 'packing', 'poor']","['quality', 'packaging']",0,1,0,1,0,0,0
Lysol Disinfectant Surface & Floor Cleaner Liquid Pine 200ml,"Received very fast, , affordable price lower than the market but the product cap was broken and split some liquid when received, recommend the seller to seal and check the bottle cap before packing","Received very fast, , affordable price lower than the market but the product cap was broken and split some liquid when received, recommend the seller to seal and check the bottle cap before packing",received very fast  affordable price lower than the market but the product cap was broken and split some liquid when received recommend the seller to seal and check the bottle cap before packing,"['received', 'fast', 'affordable', 'price', 'lower', 'market', 'product', 'cap', 'broken', 'split', 'liquid', 'received', 'recommend', 'seller', 'seal', 'check', 'bottle', 'cap', 'packing']","['price', 'packaging', 'customer service']",1,0,0,1,0,0,1
Lysol Disinfectant Surface & Floor Cleaner Liquid Pine 200ml,Not same as picture and price too high than label. But when ask refund they accept and refunded without take product.,Not same as picture and price too high than label. But when ask refund they accept and refunded without take product.,not same as picture and price too high than label but when ask refund they accept and refunded without take product,"['picture', 'price', 'high', 'label', 'ask', 'refund', 'accept', 'refunded', 'without', 'take', 'product']","['price', 'packaging']",1,0,0,1,0,0,0
Lysol Disinfectant Surface & Floor Cleaner Liquid Pine 200ml,The Best Product.Delivered items fast and safely .Big thanks to Daraz team & Reckitt team. Wishing you both companies a lot of success.,The Best Product.Delivered items fast and safely .Big thanks to Daraz team & Reckitt team. Wishing you both companies a lot of success.,the best productdelivered items fast and safely big thanks to daraz team  reckitt team wishing you both companies a lot of success,"['best', 'productdelivered', 'items', 'fast', 'safely', 'big', 'thanks', 'daraz', 'team', 'reckitt', 'team', 'wishing', 'companies', 'lot', 'success']",['packaging'],0,0,0,1,0,0,0
Lysol Disinfectant Surface & Floor Cleaner Liquid Pine 200ml,cheap & good.fast delivery too.,cheap & good.fast delivery too.,cheap  goodfast delivery too,"['cheap', 'goodfast', 'delivery']","['price', 'quality', 'delivery cost', 'packaging']",1,1,1,1,0,0,0
Dettol Antibacterial Surface Disinfectant Spray 500Ml,I love the product. However not impressed with the packaging. Not came in a box. There was a small leak.It wasn’t bad but disappointing to open the pack and see the liquid everywhere.,I love the product. However not impressed with the packaging. Not came in a box. There was a small leak.It wasn’t bad but disappointing to open the pack and see the liquid everywhere.,i love the product however not impressed with the packaging not came in a box there was a small leakit wasnt bad but disappointing to open the pack and see the liquid everywhere,"['love', 'product', 'however', 'impressed', 'packaging', 'came', 'box', 'small', 'leakit', 'wasnt', 'bad', 'disappointing', 'open', 'pack', 'see', 'liquid', 'everywhere']","['quality', 'packaging']",0,1,0,1,0,0,0
Dettol Antibacterial Surface Disinfectant Spray 500Ml,safely packed. no leakage,safely packed. no leakage,safely packed no leakage,"['safely', 'packed', 'leakage']",['packaging'],0,0,0,1,0,0,0
Dettol Antibacterial Surface Disinfectant Spray 500Ml,The Best Product. Love to buy again. Delivered items fast and safely .Big thanks to Daraz team & Reckitt .Wishing you both companies a lot of success.,The Best Product. Love to buy again. Delivered items fast and safely .Big thanks to Daraz team & Reckitt .Wishing you both companies a lot of success.,the best product love to buy again delivered items fast and safely big thanks to daraz team  reckitt wishing you both companies a lot of success,"['best', 'product', 'love', 'buy', 'delivered', 'items', 'fast', 'safely', 'big', 'thanks', 'daraz', 'team', 'reckitt', 'wishing', 'companies', 'lot', 'success']","['quality', 'packaging']",0,1,0,1,0,0,0
Dettol Antibacterial Surface Disinfectant Spray 500Ml,Not satisfied bcz the lid has broken ,Not satisfied bcz the lid has broken ,not satisfied bcz the lid has broken ,"['satisfied', 'bcz', 'lid', 'broken']",['packaging'],0,0,0,1,0,0,0
Dettol Antibacterial Surface Disinfectant Spray 500Ml,Good product. Marked price 380/= charged me Rs 400/=,Good product. Marked price 380/= charged me Rs 400/=,good product marked price 380/ charged me rs 400/,"['good', 'product', 'marked', 'price', '380/', 'charged', 'rs', '400/']","['price', 'quality', 'packaging']",1,1,0,1,0,0,0
Dettol Antibacterial Surface Disinfectant Spray 500Ml,I got it today. best product and best price . free delivered . Thank you very much .☺☺,I got it today. best product and best price . free delivered . Thank you very much .smiling facesmiling face,i got it today best product and best price  free delivered  thank you very much smiling facesmiling face,"['got', 'today', 'best', 'product', 'best', 'price', 'free', 'delivered', 'thank', 'much', 'smiling', 'facesmiling', 'face']","['price', 'packaging']",1,0,0,1,0,0,0
Dettol Antibacterial Surface Disinfectant Spray 500Ml,Good product. Marked price 380/= charged me Rs 400/=,Good product. Marked price 380/= charged me Rs 400/=,good product marked price 380/ charged me rs 400/,"['good', 'product', 'marked', 'price', '380/', 'charged', 'rs', '400/']","['price', 'quality', 'packaging']",1,1,0,1,0,0,0
Dettol Antibacterial Surface Disinfectant Spray 500Ml,A little bit had been leaked when I received although wrapped well.. But product is recommended.. ,A little bit had been leaked when I received although wrapped well.. But product is recommended.. ,a little bit had been leaked when i received although wrapped well but product is recommended ,"['little', 'bit', 'leaked', 'received', 'although', 'wrapped', 'well', 'product', 'recommended']",['packaging'],0,0,0,1,0,0,0
Dettol Antibacterial Surface Disinfectant Spray 500Ml,Still to be used. Good price. Securely packaged.,Still to be used. Good price. Securely packaged.,still to be used good price securely packaged,"['still', 'used', 'good', 'price', 'securely', 'packaged']","['price', 'quality', 'packaging']",1,1,0,1,0,0,0
Dettol Antibacterial Surface Disinfectant Spray 500Ml,Yes. Of course I encouraged this product. Thank you so much for your fast delivery and best packaging.,Yes. Of course I encouraged this product. Thank you so much for your fast delivery and best packaging.,yes of course i encouraged this product thank you so much for your fast delivery and best packaging,"['yes', 'course', 'encouraged', 'product', 'thank', 'much', 'fast', 'delivery', 'best', 'packaging']","['delivery cost', 'packaging']",0,0,1,1,0,0,0
Dettol Antibacterial Surface Disinfectant Spray 500Ml,Safety Package.... And quality item 🤜🤛 Thanks,Safety Package.... And quality item right-facing fistleft-facing fist Thanks,safety package and quality item rightfacing fistleftfacing fist thanks,"['safety', 'package', 'quality', 'item', 'rightfacing', 'fistleftfacing', 'fist', 'thanks']","['quality', 'packaging']",0,1,0,1,0,0,0
Dettol Antibacterial Surface Disinfectant Spray 500Ml,Hi dettol spray is useful to me. Thank you. Packaging method also. Good,Hi dettol spray is useful to me. Thank you. Packaging method also. Good,hi dettol spray is useful to me thank you packaging method also good,"['hi', 'dettol', 'spray', 'useful', 'thank', 'packaging', 'method', 'also', 'good']","['quality', 'packaging']",0,1,0,1,0,0,0
Dettol Antibacterial Surface Disinfectant Spray 500Ml,Nicely wrapped and sent in a box 👍 thanks seller ,Nicely wrapped and sent in a box thumbs up thanks seller ,nicely wrapped and sent in a box thumbs up thanks seller ,"['nicely', 'wrapped', 'sent', 'box', 'thumbs', 'thanks', 'seller']","['packaging', 'customer service']",0,0,0,1,0,0,1
Dettol Antibacterial Surface Disinfectant Spray 500Ml,An excellent service. highly recommended ,An excellent service. highly recommended ,an excellent service highly recommended ,"['excellent', 'service', 'highly', 'recommended']","['quality', 'packaging']",0,1,0,1,0,0,0
